W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
1.675,0.3443,1.01,-0.098,0.3394,0.0361
1.685,0.3404,1.01,0.6373,0.3438,0.0835
1.695,0.3365,1.01,0.3611,0.3373,0.0583
1.705,0.3328,1.01,0.1076,0.33,0.0296
1.715,0.329,1.01,0.8936,0.3259,0.1237
1.725,0.3254,1.01,0.3895,0.32,0.0498
1.735,0.3218,1.01,0.5592,0.3184,0.0707
1.745,0.3183,1.01,0.5225,0.3184,0.064
1.755,0.3148,1.01,0.5361,0.316,0.065
1.765,0.3114,1.01,-0.1061,0.3139,0.0508
1.775,0.308,1.01,0.2758,0.314,0.037
1.785,0.3047,1.01,0.0046,0.3081,0.0315
1.795,0.3015,1.01,0.1456,0.3085,0.0261
1.805,0.2983,1.01,0.1975,0.307,0.0565
1.815,0.2951,1.01,0.4243,0.3077,0.0608
1.825,0.292,1.01,0.2449,0.3049,0.0315
1.835,0.2889,1.01,0.1108,0.3035,0.0502
1.845,0.2859,1.01,0.4506,0.2996,0.0699
1.855,0.283,1.01,0.0419,0.3015,0.0118
1.865,0.2801,1.01,0.2959,0.2975,0.0392
1.875,0.2772,1.01,-0.4552,0.2985,0.0585
1.885,0.2743,1.01,0.8579,0.2965,0.1009
1.895,0.2716,1.01,0.1511,0.2948,0.0528
1.905,0.2688,1.01,0.7076,0.2961,0.087
1.915,0.2661,1.01,0.3612,0.293,0.0959
1.925,0.2634,1.01,0.6261,0.2886,0.0811
1.935,0.2608,1.01,-0.0151,0.2907,0.0165
1.945,0.2582,1.01,0.3003,0.2844,0.0379
1.955,0.2557,1.01,-0.1969,0.2805,0.0214
1.965,0.2532,1.01,0.1579,0.2759,0.0228
1.975,0.2507,1.01,-0.2916,0.274,0.0331
1.985,0.2482,1.01,-0.2472,0.2759,0.0336
1.995,0.2458,1.01,0.04,0.2751,0.0157
2.005,0.2435,1.01,-0.5084,0.2771,0.0582
2.015,0.2411,1.01,0.4884,0.2769,0.0784
2.025,0.2388,1.01,0.5692,0.2777,0.0694
2.035,0.2366,1.01,-0.0646,0.2806,0.0179
2.045,0.2343,1.01,0.3842,0.2783,0.0636
2.055,0.2321,1.01,0.0405,0.2748,0.0126
2.065,0.2299,1.01,-0.0805,0.2722,0.0312
2.075,0.2278,1.01,0.4302,0.268,0.0524
2.085,0.2257,1.01,0.3145,0.2647,0.0432
2.095,0.2236,1.01,0.4427,0.2632,0.0621
2.105,0.2215,1.01,-0.356,0.263,0.0404
2.115,0.2195,1.01,0.4698,0.2619,0.082
2.125,0.2175,1.01,0.322,0.2621,0.0498
2.135,0.2155,1.01,-0.0074,0.2577,0.0638
2.145,0.2136,1.01,0.2274,0.2578,0.0268
2.155,0.2116,1.01,0.4167,0.2558,0.0471
2.165,0.2097,1.01,0.4042,0.2521,0.0566
2.175,0.2079,1.01,0.0392,0.2495,0.0154
2.185,0.206,1.01,0.2968,0.2493,0.0517
2.195,0.2042,1.01,-0.0227,0.2483,0.0169
2.205,0.2024,1.01,-0.0471,0.2485,0.05
2.215,0.2006,1.01,-0.4118,0.2475,0.0544
2.225,0.1989,1.01,0.1049,0.2501,0.0162
2.235,0.1971,1.01,0.2353,0.2575,0.0584
2.245,0.1954,1.01,0.1248,0.2625,0.0267
2.255,0.1937,1.01,0.5242,0.2662,0.0633
2.265,0.1921,1.01,-0.0482,0.267,0.0118
2.275,0.1904,1.01,0.0327,0.2675,0.0131
2.285,0.1888,1.01,-0.1204,0.2647,0.0426
2.295,0.1872,1.01,-0.1542,0.259,0.0325
2.305,0.1856,1.01,-0.2656,0.2555,0.039
2.315,0.1841,1.01,-0.0917,0.2556,0.0149
2.325,0.1825,1.01,-0.1409,0.2567,0.0174
2.335,0.181,1.01,-0.1801,0.2557,0.0396
2.345,0.1795,1.01,0.2388,0.2551,0.0369
2.355,0.178,1.01,0.0836,0.2573,0.0333
2.365,0.1765,1.01,-0.2141,0.2541,0.0317
2.375,0.1751,1.01,0.2574,0.2528,0.0311
2.385,0.1736,1.01,0.4779,0.2524,0.0695
2.395,0.1722,1.01,-0.1149,0.2548,0.0235
2.405,0.1708,1.01,0.1159,0.2537,0.0357
2.415,0.1694,1.01,0.5277,0.2512,0.0627
2.425,0.1681,1.01,0.1658,0.2484,0.0251
2.435,0.1667,1.01,-0.4708,0.2485,0.0541
2.445,0.1654,1.01,0.3988,0.2491,0.0463
2.455,0.1641,1.01,0.3191,0.2497,0.0377
2.465,0.1628,1.01,0.0203,0.2411,0.03
2.475,0.1615,1.01,-0.2409,0.2432,0.0338
2.485,0.1602,1.01,0.0983,0.2393,0.0404
2.495,0.159,1.01,0.4391,0.2359,0.0712
2.505,0.1577,1.01,0.1742,0.2369,0.023
2.515,0.1565,1.01,0.1064,0.2344,0.064
2.525,0.1553,1.01,0.1572,0.2367,0.0385
2.535,0.1541,1.01,0.6087,0.2371,0.0704
2.545,0.1529,1.01,0.0877,0.2289,0.0276
2.555,0.1517,1.01,0.257,0.2314,0.036
2.565,0.1506,1.01,0.2664,0.2323,0.0479
2.575,0.1494,1.01,0.0362,0.2276,0.0144
2.585,0.1483,1.01,-0.166,0.2275,0.019
2.595,0.1472,1.01,-0.0066,0.2211,0.0083
2.605,0.1461,1.01,-0.0063,0.2183,0.0285
2.615,0.145,1.01,0.5059,0.2166,0.0601
2.625,0.1439,1.01,0.3483,0.2141,0.0473
2.635,0.1428,1.01,-0.0028,0.2107,0.0243
2.645,0.1418,1.01,0.3873,0.2138,0.0545
2.655,0.1407,1.01,0.3219,0.2143,0.0418
2.665,0.1397,1.01,-0.2265,0.2162,0.0263
2.675,0.1387,1.01,-0.0362,0.2145,0.0192
2.685,0.1376,1.01,0.2012,0.2146,0.0322
2.695,0.1366,1.01,0.1537,0.2166,0.034
1.085,0.8024,1.2,0.4393,1.73,0.428
1.095,0.7909,1.2,1.233,1.3458,0.4102
1.105,0.7796,1.2,2.9677,1.1648,0.6171
1.115,0.7685,1.2,3.2353,1.0179,0.785
1.125,0.7576,1.2,-1.2987,0.9087,0.1772
1.135,0.747,1.2,-0.2173,0.8309,0.0605
1.145,0.7365,1.2,-0.8324,0.7421,0.1107
1.155,0.7263,1.2,2.1023,0.6861,0.4658
1.165,0.7162,1.2,-0.5664,0.6361,0.0642
1.175,0.7063,1.2,0.1267,0.5887,0.0356
1.185,0.6967,1.2,-0.0621,0.5645,0.0077
1.195,0.6872,1.2,-0.8478,0.5287,0.1241
1.205,0.6778,1.2,-0.3609,0.503,0.0448
1.215,0.6687,1.2,0.3838,0.4879,0.0689
1.225,0.6597,1.2,0.4996,0.4722,0.0933
1.235,0.6509,1.2,-0.0128,0.4709,0.0329
1.245,0.6423,1.2,-0.2065,0.468,0.0267
1.255,0.6338,1.2,-0.0697,0.4709,0.0108
1.265,0.6255,1.2,-0.1046,0.4768,0.0124
1.275,0.6173,1.2,0.5089,0.481,0.0772
1.285,0.6093,1.2,1.131,0.4908,0.1463
1.295,0.6014,1.2,0.1824,0.4935,0.0491
1.305,0.5937,1.2,-0.0999,0.5058,0.0278
1.315,0.5861,1.2,0.1484,0.5113,0.031
1.325,0.5786,1.2,-0.6988,0.5135,0.0939
1.335,0.5713,1.2,0.2683,0.5202,0.0438
1.345,0.5641,1.2,0.3643,0.5294,0.0665
1.355,0.557,1.2,0.3594,0.529,0.0591
1.365,0.5501,1.2,0.0154,0.5278,0.0562
1.375,0.5433,1.2,-0.0536,0.5315,0.089
1.385,0.5366,1.2,-0.4456,0.5257,0.0576
1.395,0.53,1.2,0.5171,0.5203,0.1052
1.405,0.5235,1.2,-0.0288,0.5124,0.0266
1.415,0.5171,1.2,0.407,0.5047,0.0479
1.425,0.5109,1.2,-0.453,0.495,0.0842
1.435,0.5047,1.2,0.483,0.4867,0.0605
1.445,0.4987,1.2,-0.8154,0.4688,0.0954
1.455,0.4928,1.2,-0.798,0.4654,0.0959
1.465,0.4869,1.2,1.6425,0.4638,0.2016
1.475,0.4812,1.2,0.249,0.471,0.0456
1.485,0.4755,1.2,-0.3617,0.4749,0.0734
1.495,0.47,1.2,0.6394,0.4659,0.1213
1.505,0.4645,1.2,-0.6429,0.4409,0.108
1.515,0.4592,1.2,0.7602,0.4213,0.0991
1.525,0.4539,1.2,0.5904,0.4085,0.0803
1.535,0.4487,1.2,0.0189,0.4024,0.0181
1.545,0.4436,1.2,0.8631,0.3969,0.107
1.555,0.4385,1.2,0.1847,0.3933,0.0406
1.565,0.4336,1.2,0.0186,0.3927,0.0485
1.575,0.4287,1.2,0.4111,0.3873,0.0545
1.585,0.424,1.2,0.0321,0.3855,0.0169
1.595,0.4192,1.2,0.3395,0.3843,0.0752
1.605,0.4146,1.2,0.3411,0.3813,0.0567
1.615,0.41,1.2,-0.0061,0.3809,0.0374
1.625,0.4056,1.2,0.628,0.3802,0.0902
1.635,0.4011,1.2,0.3297,0.3772,0.0403
1.645,0.3968,1.2,-0.2268,0.378,0.0447
1.655,0.3925,1.2,0.1012,0.3776,0.0253
1.665,0.3883,1.2,0.3386,0.3764,0.0528
1.675,0.3841,1.2,0.0151,0.3786,0.0608
1.685,0.38,1.2,-0.1359,0.3798,0.1268
1.695,0.376,1.2,0.5885,0.3812,0.0886
1.705,0.3721,1.2,0.3381,0.3753,0.0537
1.715,0.3682,1.2,0.2632,0.3673,0.0336
1.725,0.3643,1.2,-0.1041,0.3603,0.0208
1.735,0.3605,1.2,0.3066,0.3555,0.0444
1.745,0.3568,1.2,0.1926,0.3499,0.0291
1.755,0.3531,1.2,0.1444,0.3449,0.0228
1.765,0.3495,1.2,0.2254,0.3446,0.042
1.775,0.3459,1.2,0.737,0.3407,0.1039
1.785,0.3424,1.2,0.4783,0.3353,0.0636
1.795,0.339,1.2,0.1305,0.3335,0.034
1.805,0.3355,1.2,-0.082,0.3304,0.0147
1.815,0.3322,1.2,0.4972,0.3305,0.0711
1.825,0.3289,1.2,0.5603,0.329,0.0657
1.835,0.3256,1.2,-0.593,0.3234,0.074
1.845,0.3224,1.2,0.4684,0.3216,0.1071
1.855,0.3192,1.2,0.1787,0.3223,0.0271
1.865,0.3161,1.2,0.2037,0.3212,0.0283
1.875,0.313,1.2,0.1158,0.3206,0.0472
1.885,0.31,1.2,-0.1697,0.3168,0.0495
1.895,0.307,1.2,-0.4176,0.3129,0.0581
1.905,0.304,1.2,-0.3989,0.3136,0.0461
1.915,0.3011,1.2,0.7127,0.31,0.0921
1.925,0.2982,1.2,-0.2403,0.3064,0.0267
1.935,0.2954,1.2,0.0374,0.3049,0.0191
1.945,0.2926,1.2,-0.3041,0.3015,0.0638
1.955,0.2898,1.2,0.8365,0.3014,0.1052
1.965,0.2871,1.2,0.2898,0.2996,0.0419
1.975,0.2844,1.2,0.04,0.2986,0.0281
1.985,0.2818,1.2,0.2333,0.2984,0.0336
1.995,0.2792,1.2,0.2968,0.3,0.0369
2.005,0.2766,1.2,0.1844,0.2997,0.03
2.015,0.2741,1.2,0.3162,0.2997,0.0385
2.025,0.2716,1.2,0.7275,0.2989,0.0787
2.035,0.2691,1.2,0.3013,0.3005,0.0354
2.045,0.2666,1.2,0.0042,0.2975,0.0557
2.055,0.2642,1.2,0.1192,0.2979,0.0198
2.065,0.2619,1.2,0.2044,0.2945,0.0259
2.075,0.2595,1.2,0.3318,0.2932,0.0438
2.085,0.2572,1.2,0.0572,0.2903,0.041
2.095,0.2549,1.2,0.373,0.2884,0.0513
2.105,0.2527,1.2,0.4372,0.289,0.0534
2.115,0.2504,1.2,0.1558,0.2897,0.0242
2.125,0.2482,1.2,0.0245,0.2872,0.0151
2.135,0.2461,1.2,0.0913,0.286,0.0259
2.145,0.2439,1.2,-0.0939,0.2842,0.0176
2.155,0.2418,1.2,-0.2151,0.2855,0.0314
2.165,0.2397,1.2,0.738,0.2835,0.085
2.175,0.2377,1.2,-0.5284,0.2837,0.062
2.185,0.2356,1.2,0.0456,0.285,0.0158
2.195,0.2336,1.2,0.1191,0.2897,0.0177
2.205,0.2316,1.2,-0.8886,0.2952,0.0976
2.215,0.2297,1.2,0.5082,0.3003,0.0613
2.225,0.2278,1.2,0.497,0.3046,0.0559
2.235,0.2258,1.2,0.6108,0.3044,0.0704
2.245,0.224,1.2,0.4642,0.3022,0.0544
2.255,0.2221,1.2,-0.377,0.2975,0.0552
2.265,0.2202,1.2,0.0073,0.2947,0.0747
2.275,0.2184,1.2,0.5808,0.2916,0.0798
2.285,0.2166,1.2,0.2189,0.2873,0.0475
2.295,0.2149,1.2,0.3976,0.2793,0.0531
2.305,0.2131,1.2,-0.1615,0.2759,0.0225
2.315,0.2114,1.2,0.1734,0.2736,0.0219
2.325,0.2096,1.2,0.5864,0.2722,0.0646
2.335,0.208,1.2,-0.1548,0.2692,0.023
2.345,0.2063,1.2,-0.11,0.2678,0.0151
2.355,0.2046,1.2,0.16,0.2659,0.0237
2.365,0.203,1.2,0.1325,0.2634,0.0206
2.375,0.2014,1.2,0.2827,0.261,0.0334
2.385,0.1998,1.2,-0.0195,0.259,0.011
2.395,0.1982,1.2,0.0137,0.258,0.0113
2.405,0.1966,1.2,-0.2639,0.2538,0.0369
2.415,0.1951,1.2,-0.0096,0.2486,0.0216
2.425,0.1936,1.2,-0.0869,0.244,0.0185
2.435,0.1921,1.2,-0.2145,0.242,0.0241
2.445,0.1906,1.2,0.1178,0.2388,0.0244
2.455,0.1891,1.2,0.5758,0.2388,0.0844
2.465,0.1877,1.2,-0.2023,0.2356,0.0236
2.475,0.1862,1.2,0.281,0.2368,0.041
2.485,0.1848,1.2,-0.229,0.2363,0.0319
2.495,0.1834,1.2,0.4227,0.2382,0.0514
2.505,0.182,1.2,0.1631,0.2379,0.0259
2.515,0.1806,1.2,0.3378,0.2386,0.0466
2.525,0.1793,1.2,-0.0489,0.2382,0.0181
2.535,0.1779,1.2,0.0813,0.2384,0.0185
2.545,0.1766,1.2,0.2292,0.2366,0.0299
2.555,0.1753,1.2,-0.0787,0.2354,0.0139
2.565,0.174,1.2,0.1987,0.236,0.0295
2.575,0.1727,1.2,-0.0273,0.2371,0.015
2.585,0.1714,1.2,0.1669,0.2371,0.0215
2.595,0.1702,1.2,-0.0338,0.2342,0.0308
2.605,0.1689,1.2,0.1877,0.2354,0.0263
2.615,0.1677,1.2,0.1714,0.2366,0.0351
2.625,0.1665,1.2,0.2511,0.2375,0.0326
2.635,0.1653,1.2,0.0895,0.237,0.0149
2.645,0.1641,1.2,0.1273,0.2366,0.0212
2.655,0.1629,1.2,-0.1735,0.2358,0.0236
2.665,0.1617,1.2,0.1683,0.2361,0.0276
2.675,0.1606,1.2,0.1308,0.2345,0.0333
2.685,0.1594,1.2,-0.0303,0.2326,0.012
2.695,0.1583,1.2,0.0052,0.2304,0.0404
1.085,0.8297,1.44,-2.7902,1.5338,2.2348
1.095,0.8194,1.44,-0.3165,1.2293,0.2814
1.105,0.8093,1.44,-1.6581,1.0428,0.359
1.115,0.7993,1.44,-0.6773,0.9022,0.1567
1.125,0.7895,1.44,-0.9051,0.8122,0.2031
1.135,0.7799,1.44,-1.2756,0.7419,0.2205
1.145,0.7703,1.44,0.5215,0.681,0.0847
1.155,0.761,1.44,0.6623,0.6342,0.1876
1.165,0.7518,1.44,0.2505,0.5879,0.0978
1.175,0.7427,1.44,0.3481,0.5528,0.13
1.185,0.7338,1.44,0.0712,0.5191,0.1043
1.195,0.725,1.44,-0.0199,0.4924,0.0651
1.205,0.7163,1.44,-0.2968,0.4727,0.0981
1.215,0.7078,1.44,0.0632,0.4535,0.0323
1.225,0.6994,1.44,-0.1106,0.4363,0.0805
1.235,0.6911,1.44,-0.0671,0.4245,0.0656
1.245,0.683,1.44,-0.5258,0.4186,0.081
1.255,0.675,1.44,-0.3428,0.4156,0.0974
1.265,0.6671,1.44,0.1485,0.411,0.0753
1.275,0.6594,1.44,-0.1346,0.4107,0.0542
1.285,0.6517,1.44,0.537,0.4113,0.1507
1.295,0.6442,1.44,-0.749,0.4129,0.0955
1.305,0.6368,1.44,-0.8847,0.4176,0.0968
1.315,0.6295,1.44,0.1211,0.4175,0.0657
1.325,0.6223,1.44,0.9873,0.4148,0.1618
1.335,0.6153,1.44,-0.0211,0.4173,0.0854
1.345,0.6083,1.44,0.2649,0.4192,0.0481
1.355,0.6014,1.44,0.196,0.4132,0.0683
1.365,0.5947,1.44,0.8816,0.4146,0.0998
1.375,0.588,1.44,-0.2008,0.4151,0.0949
1.385,0.5815,1.44,0.0532,0.4139,0.0361
1.395,0.575,1.44,-0.4288,0.4086,0.0753
1.405,0.5687,1.44,-0.0978,0.4049,0.0526
1.415,0.5624,1.44,0.8146,0.3994,0.095
1.425,0.5562,1.44,-0.0119,0.394,0.0656
1.435,0.5501,1.44,0.4742,0.3867,0.1408
1.445,0.5442,1.44,0.1032,0.3695,0.0681
1.455,0.5383,1.44,1.0006,0.3639,0.1506
1.465,0.5324,1.44,0.4379,0.3613,0.0511
1.475,0.5267,1.44,0.4192,0.3674,0.0902
1.485,0.5211,1.44,0.3246,0.3702,0.0644
1.495,0.5155,1.44,0.2002,0.3622,0.0829
1.505,0.51,1.44,0.3294,0.3375,0.0836
1.515,0.5046,1.44,0.3823,0.3202,0.0695
1.525,0.4993,1.44,0.8316,0.3095,0.0904
1.535,0.4941,1.44,0.1897,0.3004,0.042
1.545,0.4889,1.44,0.557,0.2938,0.0947
1.555,0.4838,1.44,0.0389,0.2893,0.0419
1.565,0.4788,1.44,0.1348,0.2871,0.0812
1.575,0.4739,1.44,0.1169,0.2881,0.0392
1.585,0.469,1.44,0.1114,0.2822,0.0399
1.595,0.4642,1.44,0.2132,0.2804,0.0507
1.605,0.4594,1.44,0.0798,0.2761,0.0494
1.615,0.4548,1.44,0.1435,0.2726,0.0321
1.625,0.4502,1.44,-0.2356,0.2718,0.0425
1.635,0.4456,1.44,-0.0561,0.2664,0.04
1.645,0.4411,1.44,0.3094,0.2631,0.0544
1.655,0.4367,1.44,0.9352,0.2631,0.1038
1.665,0.4324,1.44,0.291,0.261,0.0533
1.675,0.4281,1.44,0.562,0.2639,0.0691
1.685,0.4238,1.44,-0.0294,0.2654,0.0593
1.695,0.4197,1.44,0.7461,0.265,0.0887
1.705,0.4155,1.44,0.1782,0.2606,0.0713
1.715,0.4115,1.44,0.1275,0.2537,0.0315
1.725,0.4075,1.44,0.1341,0.2476,0.0267
1.735,0.4035,1.44,0.5653,0.2429,0.0647
1.745,0.3996,1.44,0.5078,0.238,0.062
1.755,0.3958,1.44,1.0698,0.2355,0.1062
1.765,0.392,1.44,0.2573,0.2379,0.0743
1.775,0.3883,1.44,0.3677,0.2348,0.0597
1.785,0.3846,1.44,0.3877,0.2328,0.0401
1.795,0.3809,1.44,0.42,0.2317,0.078
1.805,0.3773,1.44,0.348,0.2302,0.0648
1.815,0.3738,1.44,0.4483,0.2309,0.0491
1.825,0.3703,1.44,0.0472,0.2311,0.0306
1.835,0.3668,1.44,0.3106,0.2272,0.0569
1.845,0.3634,1.44,0.0294,0.2259,0.0437
1.855,0.3601,1.44,-0.189,0.2236,0.0512
1.865,0.3567,1.44,-0.0074,0.22,0.0254
1.875,0.3535,1.44,0.1764,0.2195,0.0717
1.885,0.3502,1.44,0.5115,0.2125,0.056
1.895,0.347,1.44,0.0587,0.2098,0.0644
1.905,0.3439,1.44,0.1567,0.2093,0.048
1.915,0.3408,1.44,0.4303,0.2075,0.0667
1.925,0.3377,1.44,0.0733,0.2063,0.0184
1.935,0.3347,1.44,0.1063,0.204,0.0358
1.945,0.3317,1.44,-0.1225,0.2024,0.0194
1.955,0.3287,1.44,0.2397,0.2029,0.046
1.965,0.3258,1.44,0.3342,0.2029,0.0733
1.975,0.3229,1.44,-0.0936,0.1994,0.0527
1.985,0.3201,1.44,-0.071,0.1998,0.0394
1.995,0.3173,1.44,0.1985,0.1994,0.0445
2.005,0.3145,1.44,0.0674,0.1964,0.0556
2.015,0.3118,1.44,0.1666,0.1962,0.0328
2.025,0.3091,1.44,-0.0936,0.195,0.0452
2.035,0.3064,1.44,0.4438,0.1946,0.0571
2.045,0.3038,1.44,0.1073,0.1944,0.0573
2.055,0.3012,1.44,0.4391,0.1917,0.0424
2.065,0.2986,1.44,-0.2951,0.1915,0.0419
2.075,0.2961,1.44,-0.1587,0.1926,0.0223
2.085,0.2935,1.44,0.413,0.1915,0.0724
2.095,0.2911,1.44,0.0555,0.1923,0.0244
2.105,0.2886,1.44,0.3148,0.1909,0.0387
2.115,0.2862,1.44,0.1629,0.1922,0.0475
2.125,0.2838,1.44,0.2647,0.1934,0.0445
2.135,0.2814,1.44,-0.0459,0.1937,0.0541
2.145,0.2791,1.44,0.2265,0.1936,0.0747
2.155,0.2768,1.44,0.3094,0.1943,0.032
2.165,0.2745,1.44,-0.0336,0.1946,0.0558
2.175,0.2723,1.44,0.0839,0.1935,0.0403
2.185,0.27,1.44,0.1254,0.1927,0.0386
2.195,0.2678,1.44,0.2937,0.1914,0.036
2.205,0.2657,1.44,0.4275,0.1889,0.0477
2.215,0.2635,1.44,0.0747,0.1872,0.0418
2.225,0.2614,1.44,0.1819,0.1857,0.0405
2.235,0.2593,1.44,-0.022,0.1849,0.0316
2.245,0.2572,1.44,0.1875,0.1824,0.0438
2.255,0.2552,1.44,0.2606,0.179,0.039
2.265,0.2531,1.44,0.1699,0.177,0.0376
2.275,0.2511,1.44,-0.1319,0.1734,0.0284
2.285,0.2492,1.44,0.4626,0.1706,0.044
2.295,0.2472,1.44,0.1485,0.1689,0.026
2.305,0.2453,1.44,0.3424,0.1671,0.0592
2.315,0.2433,1.44,0.3959,0.1664,0.0537
2.325,0.2415,1.44,0.2251,0.1655,0.0615
2.335,0.2396,1.44,0.1018,0.1648,0.0237
2.345,0.2377,1.44,-0.0588,0.1641,0.03
2.355,0.2359,1.44,0.1931,0.1626,0.0349
2.365,0.2341,1.44,0.0488,0.1607,0.0352
2.375,0.2323,1.44,0.2133,0.1595,0.0523
2.385,0.2305,1.44,0.1965,0.1587,0.0289
2.395,0.2288,1.44,-0.014,0.1569,0.0205
2.405,0.227,1.44,0.0609,0.1562,0.0423
2.415,0.2253,1.44,0.2808,0.1555,0.0498
2.425,0.2236,1.44,0.0103,0.1551,0.0239
2.435,0.222,1.44,0.0495,0.1536,0.0446
2.445,0.2203,1.44,0.0466,0.1511,0.0361
2.455,0.2187,1.44,0.1021,0.1496,0.0205
2.465,0.217,1.44,0.142,0.15,0.0263
2.475,0.2154,1.44,-0.0003,0.1477,0.0209
2.485,0.2139,1.44,0.3997,0.1453,0.0461
2.495,0.2123,1.44,-0.0144,0.1446,0.0184
2.505,0.2107,1.44,0.0127,0.143,0.0243
2.515,0.2092,1.44,0.2676,0.1419,0.0342
2.525,0.2077,1.44,0.1513,0.1406,0.0272
2.535,0.2062,1.44,-0.0215,0.1391,0.0423
2.545,0.2047,1.44,-0.0015,0.1386,0.0249
2.555,0.2032,1.44,0.0878,0.1375,0.0326
2.565,0.2018,1.44,0.1074,0.1365,0.0256
2.575,0.2003,1.44,-0.2421,0.1367,0.0228
2.585,0.1989,1.44,-0.022,0.1361,0.0201
2.595,0.1975,1.44,0.0691,0.1354,0.0203
2.605,0.1961,1.44,0.3242,0.1345,0.0346
2.615,0.1947,1.44,0.0636,0.1332,0.0258
