W,x,Q2,g1,dg1(stat),dg1(sys)
1.13,0.1115,0.0496,-0.022,0.1468,0.0503
1.15,0.1011,0.0496,-0.1851,0.1274,0.0552
1.17,0.0924,0.0496,-0.1567,0.1192,0.0588
1.19,0.0849,0.0496,-0.2138,0.1298,0.0768
1.21,0.0785,0.0496,-0.4258,0.1397,0.1011
1.23,0.0729,0.0496,-0.2627,0.1439,0.1093
1.25,0.0679,0.0496,-0.3793,0.1301,0.0987
1.27,0.0635,0.0496,-0.1028,0.1171,0.0818
1.29,0.0596,0.0496,0.0927,0.102,0.0677
1.31,0.0561,0.0496,-0.1836,0.0921,0.0594
1.33,0.0529,0.0496,-0.0953,0.0814,0.048
1.35,0.0501,0.0496,-0.0839,0.0787,0.0408
1.37,0.0475,0.0496,-0.0951,0.0759,0.0366
1.39,0.0451,0.0496,-0.1092,0.0786,0.0355
1.41,0.0429,0.0496,-0.1935,0.0802,0.044
1.43,0.0409,0.0496,-0.1122,0.0856,0.038
1.45,0.039,0.0496,-0.0209,0.089,0.045
1.47,0.0373,0.0496,0.0019,0.0964,0.0587
1.49,0.0357,0.0496,0.1029,0.1075,0.0736
1.51,0.0343,0.0496,-0.3797,0.1158,0.0805
1.53,0.0329,0.0496,-0.0742,0.108,0.0715
1.55,0.0316,0.0496,-0.1594,0.0999,0.0557
1.57,0.0304,0.0496,0.079,0.0957,0.0412
1.59,0.0292,0.0496,-0.0401,0.0957,0.0297
1.61,0.0282,0.0496,-0.0572,0.1004,0.0245
1.63,0.0272,0.0496,-0.1421,0.1111,0.0282
1.65,0.0262,0.0496,-0.3179,0.1224,0.0377
1.11,0.1445,0.0592,-0.0095,0.104,0.0507
1.13,0.1303,0.0592,0.1013,0.0782,0.0582
1.15,0.1184,0.0592,-0.0424,0.0711,0.0491
1.17,0.1084,0.0592,-0.1776,0.0739,0.0541
1.19,0.0997,0.0592,-0.218,0.0851,0.0664
1.21,0.0923,0.0592,-0.3412,0.1001,0.0857
1.23,0.0857,0.0592,-0.3668,0.1036,0.0907
1.25,0.08,0.0592,-0.0966,0.1009,0.067
1.27,0.0749,0.0592,-0.2966,0.0947,0.0531
1.29,0.0703,0.0592,-0.0686,0.0933,0.0479
1.31,0.0662,0.0592,-0.0107,0.086,0.0437
1.33,0.0626,0.0592,0.027,0.0785,0.0404
1.35,0.0592,0.0592,0.005,0.0752,0.0354
1.37,0.0562,0.0592,0.0106,0.0752,0.032
1.39,0.0534,0.0592,-0.0209,0.0754,0.0286
1.41,0.0508,0.0592,0.0494,0.0772,0.032
1.43,0.0484,0.0592,-0.0779,0.0761,0.0321
1.45,0.0463,0.0592,-0.1321,0.0806,0.0395
1.47,0.0442,0.0592,-0.0079,0.0873,0.0501
1.49,0.0424,0.0592,-0.1021,0.0992,0.0621
1.51,0.0406,0.0592,-0.1658,0.1089,0.0676
1.53,0.039,0.0592,-0.056,0.1103,0.0604
1.55,0.0375,0.0592,-0.1843,0.1037,0.0473
1.57,0.036,0.0592,-0.183,0.0964,0.0365
1.59,0.0347,0.0592,0.0991,0.0979,0.0272
1.61,0.0334,0.0592,-0.0869,0.0993,0.0231
1.63,0.0323,0.0592,-0.0509,0.0984,0.0233
1.65,0.0312,0.0592,-0.2702,0.1059,0.0332
1.11,0.1679,0.0707,0.0283,0.0832,0.0517
1.13,0.1518,0.0707,-0.1013,0.0737,0.0532
1.15,0.1382,0.0707,0.0683,0.0735,0.0461
1.17,0.1267,0.0707,-0.2062,0.0787,0.0409
1.19,0.1168,0.0707,-0.3521,0.088,0.0427
1.21,0.1083,0.0707,-0.6735,0.096,0.0577
1.23,0.1007,0.0707,-0.6201,0.1045,0.0677
1.25,0.0941,0.0707,-0.2998,0.0945,0.0539
1.27,0.0882,0.0707,-0.1386,0.0883,0.049
1.29,0.0829,0.0707,-0.1035,0.0806,0.0457
1.31,0.0781,0.0707,-0.095,0.0755,0.0419
1.33,0.0738,0.0707,-0.0441,0.0683,0.0371
1.35,0.0699,0.0707,-0.0092,0.0661,0.0331
1.37,0.0663,0.0707,0.0166,0.0666,0.0304
1.39,0.0631,0.0707,-0.1431,0.0653,0.0341
1.41,0.0601,0.0707,0.1082,0.0645,0.0359
1.43,0.0573,0.0707,-0.1122,0.0669,0.0291
1.45,0.0547,0.0707,-0.0138,0.0722,0.0325
1.47,0.0524,0.0707,-0.1581,0.0808,0.041
1.49,0.0502,0.0707,0.0135,0.0905,0.0504
1.51,0.0481,0.0707,-0.0246,0.1025,0.0541
1.53,0.0462,0.0707,0.0621,0.1022,0.0485
1.55,0.0444,0.0707,0.1084,0.0919,0.0383
1.57,0.0428,0.0707,0.0006,0.0897,0.0288
1.59,0.0412,0.0707,-0.1262,0.0837,0.0245
1.61,0.0397,0.0707,-0.2023,0.0885,0.0273
1.63,0.0383,0.0707,-0.0028,0.0916,0.0209
1.65,0.037,0.0707,-0.1341,0.1139,0.0269
1.11,0.1941,0.0844,-0.0045,0.094,0.0469
1.13,0.176,0.0844,0.0423,0.0707,0.0474
1.15,0.1607,0.0844,-0.1243,0.0629,0.0403
1.17,0.1477,0.0844,-0.2187,0.0634,0.0373
1.19,0.1364,0.0844,-0.2277,0.0692,0.0369
1.21,0.1266,0.0844,-0.4658,0.0814,0.0452
1.23,0.1179,0.0844,-0.3959,0.0902,0.0512
1.25,0.1103,0.0844,-0.3552,0.0826,0.0496
1.27,0.1035,0.0844,-0.1498,0.0754,0.0445
1.29,0.0974,0.0844,-0.1881,0.0695,0.0428
1.31,0.0919,0.0844,-0.0838,0.0664,0.0386
1.33,0.0869,0.0844,-0.0632,0.0644,0.0348
1.35,0.0823,0.0844,-0.0629,0.0617,0.0308
1.37,0.0782,0.0844,-0.0058,0.0587,0.0271
1.39,0.0744,0.0844,-0.0129,0.0572,0.024
1.41,0.0709,0.0844,0.0253,0.0589,0.0247
1.43,0.0676,0.0844,-0.0756,0.0614,0.0235
1.45,0.0647,0.0844,-0.0331,0.0684,0.0266
1.47,0.0619,0.0844,-0.2287,0.0745,0.0336
1.49,0.0593,0.0844,-0.1503,0.0832,0.0397
1.51,0.0569,0.0844,-0.1634,0.092,0.0426
1.53,0.0547,0.0844,-0.0469,0.0939,0.038
1.55,0.0526,0.0844,0.0836,0.0903,0.0308
1.57,0.0506,0.0844,0.152,0.0834,0.0249
1.59,0.0488,0.0844,-0.0331,0.0808,0.0198
1.61,0.047,0.0844,0.1006,0.0834,0.0207
1.63,0.0454,0.0844,-0.0213,0.0905,0.0199
1.65,0.0438,0.0844,0.0205,0.0999,0.0239
1.11,0.2238,0.101,-0.0061,0.0747,0.0438
1.13,0.2036,0.101,-0.0177,0.058,0.0406
1.15,0.1864,0.101,-0.0621,0.0522,0.0366
1.17,0.1717,0.101,-0.0779,0.0565,0.0326
1.19,0.159,0.101,-0.3096,0.063,0.0326
1.21,0.1478,0.101,-0.262,0.0751,0.0366
1.23,0.1379,0.101,-0.4315,0.0782,0.0471
1.25,0.1292,0.101,-0.2946,0.0732,0.0437
1.27,0.1214,0.101,-0.2473,0.0659,0.041
1.29,0.1143,0.101,-0.1011,0.0582,0.0378
1.31,0.108,0.101,-0.0433,0.058,0.0352
1.33,0.1022,0.101,0.0349,0.0545,0.0341
1.35,0.097,0.101,-0.0359,0.0544,0.0282
1.37,0.0921,0.101,-0.1474,0.0525,0.0316
1.39,0.0877,0.101,0.0343,0.0542,0.025
1.41,0.0837,0.101,0.0337,0.0551,0.0229
1.43,0.0799,0.101,-0.0121,0.0567,0.0201
1.45,0.0764,0.101,0.0989,0.0611,0.026
1.47,0.0732,0.101,-0.0294,0.0719,0.0259
1.49,0.0702,0.101,0.2598,0.0849,0.0324
1.51,0.0674,0.101,0.1841,0.092,0.0334
1.53,0.0647,0.101,-0.087,0.0892,0.0294
1.55,0.0623,0.101,0.068,0.0817,0.0243
1.57,0.06,0.101,0.1586,0.0759,0.0211
1.59,0.0578,0.101,-0.0311,0.0755,0.0185
1.61,0.0558,0.101,0.0631,0.0802,0.0192
1.63,0.0538,0.101,0.1415,0.0804,0.0217
1.11,0.2551,0.12,-0.0398,0.0655,0.0439
1.13,0.2329,0.12,0.0699,0.0531,0.0457
1.15,0.214,0.12,-0.0677,0.048,0.0326
1.17,0.1976,0.12,-0.1575,0.0524,0.0291
1.19,0.1834,0.12,-0.2375,0.0589,0.0285
1.21,0.1708,0.12,-0.3354,0.07,0.0331
1.23,0.1597,0.12,-0.2672,0.0736,0.0375
1.25,0.1499,0.12,-0.345,0.0675,0.0405
1.27,0.141,0.12,-0.1194,0.0644,0.0365
1.29,0.133,0.12,-0.1542,0.0594,0.0353
1.31,0.1257,0.12,-0.0838,0.0576,0.0326
1.33,0.1191,0.12,0.0684,0.0539,0.0335
1.35,0.1131,0.12,0.055,0.0525,0.0302
1.37,0.1076,0.12,0.0925,0.0511,0.0315
1.39,0.1025,0.12,0.0758,0.0522,0.0271
1.41,0.0979,0.12,0.0017,0.0526,0.0188
1.43,0.0935,0.12,-0.0434,0.0551,0.0171
1.45,0.0895,0.12,-0.0677,0.0612,0.0179
1.47,0.0858,0.12,0.0495,0.0677,0.0208
1.49,0.0823,0.12,0.25,0.081,0.0244
1.51,0.079,0.12,0.0671,0.0879,0.0243
1.53,0.076,0.12,0.0211,0.0879,0.0225
1.55,0.0731,0.12,0.0669,0.0807,0.0204
1.57,0.0705,0.12,0.0202,0.0763,0.0186
1.59,0.0679,0.12,-0.0553,0.0708,0.0185
1.61,0.0656,0.12,0.1191,0.0724,0.0206
1.63,0.0633,0.12,-0.0271,0.0735,0.0202
1.11,0.2913,0.144,-0.0881,0.0563,0.0549
1.13,0.2671,0.144,0.0009,0.0463,0.0349
1.15,0.2462,0.144,0.0283,0.0435,0.033
1.17,0.2281,0.144,-0.1212,0.0487,0.0252
1.19,0.2123,0.144,-0.2192,0.0562,0.0248
1.21,0.1982,0.144,-0.3862,0.0655,0.0296
1.23,0.1858,0.144,-0.3037,0.0682,0.0348
1.25,0.1746,0.144,-0.2035,0.0637,0.0345
1.27,0.1645,0.144,-0.1145,0.0567,0.0324
1.29,0.1554,0.144,-0.1241,0.0549,0.0315
1.31,0.1472,0.144,-0.0231,0.0523,0.0294
1.33,0.1396,0.144,-0.0251,0.0519,0.0271
1.35,0.1327,0.144,0.0268,0.0488,0.0258
1.37,0.1264,0.144,0.0314,0.0503,0.0231
1.39,0.1206,0.144,0.0562,0.0527,0.0228
1.41,0.1152,0.144,0.0572,0.0494,0.021
1.43,0.1102,0.144,-0.0034,0.0522,0.0167
1.45,0.1055,0.144,0.0463,0.0553,0.0179
1.47,0.1012,0.144,-0.0491,0.065,0.0173
1.49,0.0971,0.144,-0.0093,0.0735,0.0191
1.51,0.0934,0.144,0.0902,0.0798,0.0205
1.53,0.0898,0.144,0.0213,0.0763,0.0201
1.55,0.0865,0.144,0.1215,0.0689,0.0197
1.57,0.0834,0.144,0.15,0.0613,0.0188
1.59,0.0804,0.144,0.0647,0.0628,0.0188
1.61,0.0777,0.144,0.0562,0.0607,0.0194
1.11,0.328,0.171,-0.0288,0.052,0.0369
1.13,0.302,0.171,-0.0412,0.0412,0.0318
1.15,0.2795,0.171,-0.0847,0.0394,0.0266
1.17,0.2598,0.171,-0.1081,0.0424,0.0227
1.19,0.2424,0.171,-0.1188,0.0467,0.0222
1.21,0.227,0.171,-0.4154,0.0558,0.0283
1.23,0.2132,0.171,-0.2639,0.0581,0.0308
1.25,0.2008,0.171,-0.2013,0.0571,0.031
1.27,0.1895,0.171,-0.0294,0.0513,0.0297
1.29,0.1794,0.171,-0.1659,0.0475,0.0294
1.31,0.1701,0.171,-0.0685,0.0447,0.0268
1.33,0.1616,0.171,-0.0453,0.0434,0.0247
1.35,0.1538,0.171,0.0738,0.0424,0.0261
1.37,0.1466,0.171,0.0331,0.0394,0.0212
1.39,0.14,0.171,0.0046,0.0367,0.0179
1.41,0.1339,0.171,0.0182,0.0368,0.0174
1.43,0.1282,0.171,0.106,0.0398,0.0212
1.45,0.1229,0.171,0.0397,0.041,0.0175
1.47,0.1179,0.171,0.0617,0.0444,0.0177
1.49,0.1133,0.171,0.0894,0.047,0.0191
1.51,0.109,0.171,0.1466,0.0502,0.0209
1.53,0.1049,0.171,0.2375,0.0457,0.0246
1.55,0.1011,0.171,0.1072,0.0392,0.0213
1.57,0.0975,0.171,0.109,0.0365,0.0202
1.59,0.0941,0.171,0.0924,0.0356,0.0201
1.61,0.0909,0.171,0.1176,0.0355,0.0215
1.11,0.3691,0.205,0.0162,0.0391,0.0349
1.13,0.3416,0.205,-0.0135,0.0302,0.0289
1.15,0.3174,0.205,-0.0479,0.0273,0.0241
1.17,0.2962,0.205,-0.1385,0.0273,0.0209
1.19,0.2773,0.205,-0.235,0.03,0.0209
1.21,0.2604,0.205,-0.2985,0.0334,0.0246
1.23,0.2452,0.205,-0.3582,0.0361,0.0319
1.25,0.2314,0.205,-0.2071,0.0335,0.0285
1.27,0.219,0.205,-0.0882,0.0296,0.0267
1.29,0.2076,0.205,-0.0675,0.0271,0.0259
1.31,0.1972,0.205,-0.0669,0.0259,0.0245
1.33,0.1877,0.205,-0.0224,0.0252,0.0226
1.35,0.1789,0.205,-0.0138,0.0237,0.0202
1.37,0.1708,0.205,0.0329,0.0222,0.0192
1.39,0.1633,0.205,0.0376,0.0215,0.0181
1.41,0.1563,0.205,0.036,0.022,0.0176
1.43,0.1498,0.205,0.0752,0.023,0.0191
1.45,0.1438,0.205,0.0593,0.0239,0.0188
1.47,0.1381,0.205,0.0744,0.0261,0.0198
1.49,0.1328,0.205,0.1678,0.0292,0.0219
1.51,0.1279,0.205,0.1944,0.031,0.0239
1.53,0.1232,0.205,0.1698,0.0292,0.0259
1.55,0.1188,0.205,0.1647,0.0268,0.0245
1.57,0.1146,0.205,0.1111,0.0254,0.022
1.59,0.1107,0.205,0.0813,0.0248,0.021
1.11,0.4105,0.244,0.0226,0.0288,0.0342
1.13,0.3817,0.244,-0.0411,0.0221,0.0259
1.15,0.3563,0.244,-0.0252,0.0211,0.0229
1.17,0.3337,0.244,-0.0945,0.0213,0.0185
1.19,0.3135,0.244,-0.16,0.0219,0.0186
1.21,0.2953,0.244,-0.298,0.0253,0.0228
1.23,0.2788,0.244,-0.3202,0.0257,0.0294
1.25,0.2638,0.244,-0.2143,0.0237,0.027
1.27,0.2502,0.244,-0.1128,0.0208,0.0244
1.29,0.2377,0.244,-0.0448,0.0204,0.0235
1.31,0.2263,0.244,-0.0537,0.0191,0.0222
1.33,0.2157,0.244,0.0033,0.0177,0.0205
1.35,0.2059,0.244,0.02,0.0185,0.0186
1.37,0.1969,0.244,-0.006,0.0184,0.0167
1.39,0.1885,0.244,0.0711,0.0185,0.0176
1.41,0.1807,0.244,0.0367,0.0184,0.0176
1.43,0.1734,0.244,0.0754,0.0187,0.0194
1.45,0.1666,0.244,0.1054,0.0197,0.0209
1.47,0.1602,0.244,0.1124,0.0222,0.0227
1.49,0.1542,0.244,0.203,0.0252,0.0255
1.51,0.1486,0.244,0.238,0.0268,0.0275
1.53,0.1433,0.244,0.2319,0.0257,0.0303
1.55,0.1383,0.244,0.1796,0.0229,0.0279
1.57,0.1335,0.244,0.1511,0.0227,0.0246
1.59,0.1291,0.244,0.095,0.0225,0.0232
1.13,0.4249,0.292,-0.025,0.0191,0.0234
1.15,0.3985,0.292,-0.0211,0.0163,0.0213
1.17,0.3748,0.292,-0.0806,0.0167,0.0162
1.19,0.3533,0.292,-0.1521,0.019,0.0167
1.21,0.334,0.292,-0.2593,0.0204,0.021
1.23,0.3163,0.292,-0.2518,0.0219,0.0261
1.25,0.3002,0.292,-0.1841,0.0207,0.0247
1.27,0.2854,0.292,-0.1015,0.0191,0.0223
1.29,0.2718,0.292,-0.0581,0.019,0.0213
1.31,0.2592,0.292,-0.0404,0.0182,0.0201
1.33,0.2476,0.292,0.0024,0.0183,0.0185
1.35,0.2369,0.292,0.0092,0.0175,0.0168
1.37,0.2269,0.292,0.0235,0.0167,0.0161
1.39,0.2175,0.292,0.0176,0.0168,0.0168
1.41,0.2088,0.292,0.0755,0.0168,0.0186
1.43,0.2007,0.292,0.0881,0.0177,0.021
1.45,0.193,0.292,0.0722,0.0181,0.0234
1.47,0.1858,0.292,0.1394,0.0214,0.026
1.49,0.1791,0.292,0.1875,0.0217,0.0287
1.51,0.1727,0.292,0.2622,0.0232,0.0305
1.53,0.1667,0.292,0.2202,0.0219,0.0324
1.55,0.1611,0.292,0.2195,0.02,0.0313
1.57,0.1557,0.292,0.1614,0.0187,0.0267
1.59,0.1506,0.292,0.1216,0.0192,0.0238
1.11,0.4983,0.348,0.0176,0.0224,0.028
1.13,0.4683,0.348,0.0195,0.017,0.0256
1.15,0.4412,0.348,-0.0038,0.0144,0.0197
1.17,0.4167,0.348,-0.0897,0.0146,0.014
1.19,0.3944,0.348,-0.1755,0.0156,0.0148
1.21,0.374,0.348,-0.1651,0.0181,0.0172
1.23,0.3554,0.348,-0.2055,0.019,0.0203
1.25,0.3383,0.348,-0.1654,0.0175,0.0207
1.27,0.3225,0.348,-0.0937,0.0156,0.0193
1.29,0.3079,0.348,-0.0446,0.0151,0.0186
1.31,0.2943,0.348,-0.0016,0.0142,0.0177
1.33,0.2817,0.348,0.0188,0.014,0.0165
1.35,0.27,0.348,0.0336,0.0144,0.0156
1.37,0.2591,0.348,0.0522,0.0146,0.0158
1.39,0.2489,0.348,0.0349,0.0147,0.0171
1.41,0.2393,0.348,0.0458,0.0155,0.0193
1.43,0.2303,0.348,0.0809,0.0163,0.0221
1.45,0.2218,0.348,0.0872,0.0172,0.0247
1.47,0.2139,0.348,0.1505,0.0185,0.0276
1.49,0.2064,0.348,0.2438,0.0199,0.0302
1.51,0.1993,0.348,0.2104,0.02,0.0316
1.53,0.1926,0.348,0.2382,0.0189,0.0324
1.55,0.1862,0.348,0.2088,0.0174,0.0312
1.57,0.1802,0.348,0.1382,0.018,0.0283
1.59,0.1745,0.348,0.141,0.0183,0.0251
1.11,0.5428,0.416,0.0228,0.0209,0.026
1.13,0.5128,0.416,0.0021,0.0162,0.0185
1.15,0.4855,0.416,-0.0156,0.0141,0.0154
1.17,0.4606,0.416,-0.0536,0.0126,0.0127
1.19,0.4377,0.416,-0.1122,0.0136,0.0135
1.21,0.4167,0.416,-0.1793,0.0148,0.0175
1.23,0.3973,0.416,-0.1624,0.0157,0.0178
1.25,0.3793,0.416,-0.1319,0.0147,0.0178
1.27,0.3626,0.416,-0.0699,0.0144,0.017
1.29,0.3471,0.416,-0.0309,0.0135,0.0164
1.31,0.3327,0.416,-0.0126,0.0134,0.0157
1.33,0.3192,0.416,0.0081,0.0123,0.0151
1.35,0.3066,0.416,0.0399,0.0122,0.015
1.37,0.2948,0.416,0.05,0.0115,0.0156
1.39,0.2837,0.416,0.0554,0.0118,0.0171
1.41,0.2733,0.416,0.0541,0.0126,0.0194
1.43,0.2634,0.416,0.0975,0.0137,0.0222
1.45,0.2542,0.416,0.0902,0.015,0.0249
1.47,0.2454,0.416,0.1607,0.0166,0.0278
1.49,0.2371,0.416,0.2289,0.0191,0.0305
1.51,0.2293,0.416,0.2805,0.0199,0.0319
1.53,0.2218,0.416,0.2909,0.0198,0.0293
1.55,0.2148,0.416,0.1984,0.0193,0.029
1.57,0.2081,0.416,0.1934,0.0191,0.0282
1.59,0.2017,0.416,0.139,0.0204,0.0295
1.11,0.586,0.496,0.0035,0.0169,0.0187
1.13,0.5566,0.496,-0.0059,0.0128,0.0153
1.15,0.5295,0.496,-0.0201,0.0105,0.0129
1.17,0.5045,0.496,-0.0573,0.01,0.0111
1.19,0.4814,0.496,-0.1024,0.0108,0.0125
1.21,0.46,0.496,-0.1184,0.0116,0.0156
1.23,0.44,0.496,-0.1493,0.0126,0.017
1.25,0.4215,0.496,-0.0714,0.0119,0.0153
1.27,0.4042,0.496,-0.0571,0.0114,0.015
1.29,0.388,0.496,-0.0359,0.011,0.0146
1.31,0.3728,0.496,0.0023,0.0106,0.0144
1.33,0.3586,0.496,-0.0038,0.0111,0.0141
1.35,0.3452,0.496,0.0535,0.0117,0.0147
1.37,0.3326,0.496,0.0324,0.0121,0.0154
1.39,0.3207,0.496,0.0729,0.0128,0.0225
1.41,0.3095,0.496,0.0807,0.0136,0.019
1.43,0.2989,0.496,0.0726,0.0153,0.0211
1.45,0.2889,0.496,0.126,0.0163,0.0234
1.47,0.2794,0.496,0.1794,0.0182,0.026
1.49,0.2704,0.496,0.2313,0.0191,0.0302
1.51,0.2618,0.496,0.2768,0.0204,0.0348
1.53,0.2537,0.496,0.2618,0.0192,0.0289
1.55,0.2459,0.496,0.2173,0.0199,0.027
1.57,0.2386,0.496,0.1818,0.021,0.0251
1.11,0.6282,0.592,-0.0462,0.015,0.0297
1.13,0.5997,0.592,-0.0147,0.0115,0.0133
1.15,0.5732,0.592,-0.0198,0.0103,0.0111
1.17,0.5486,0.592,-0.0324,0.0097,0.0098
1.19,0.5256,0.592,-0.0839,0.0105,0.0113
1.21,0.5041,0.592,-0.1211,0.0114,0.0162
1.23,0.484,0.592,-0.0959,0.0121,0.0145
1.25,0.4651,0.592,-0.0819,0.012,0.0141
1.27,0.4474,0.592,-0.0355,0.0111,0.0133
1.29,0.4307,0.592,-0.0326,0.0111,0.0132
1.31,0.415,0.592,0.0153,0.0116,0.0135
1.33,0.4002,0.592,0.0108,0.0126,0.0135
1.35,0.3862,0.592,0.0628,0.0124,0.0142
1.37,0.373,0.592,0.0499,0.0122,0.0148
1.39,0.3605,0.592,0.0601,0.0118,0.0161
1.41,0.3486,0.592,0.0676,0.0132,0.0177
1.43,0.3373,0.592,0.0829,0.0147,0.0194
1.45,0.3266,0.592,0.1291,0.0173,0.0215
1.47,0.3164,0.592,0.1738,0.0204,0.0241
1.49,0.3067,0.592,0.2112,0.0255,0.029
1.51,0.2974,0.592,0.2328,0.0324,0.0342
1.53,0.2886,0.592,0.1662,0.0458,0.0265